id,type,strategy_id,long_ticker,short_ticker,long_ticker_wt,short_ticker_wt,entry_date,exit_date,duration,long_entry_price,long_exit_price,long_net_abs,long_net_perc,short_entry_price,short_exit_price,short_net_abs,short_net_perc,net_perc,net_abs
1,underval,HCLTECHINFY,INFY,HCLTECH,0.5,0.5,2023-01-09,2023-01-10,1,1484.449951171875,1469.75,-0.009902624982587227,-0.009902624982587227,1067.449951171875,1063.8499755859375,0.0033725005860793292,0.0033725005860793292,-0.003265062198253949,-0.006530124396507898
1,underval,HCLTECHINFY,INFY,HCLTECH,0.5,0.5,2023-01-12,2023-01-13,1,1480.5999755859375,1503.6500244140625,0.015568046203028672,0.015568046203028672,1071.6500244140625,1077.800048828125,-0.005738836629453818,-0.005738836629453818,0.004914604786787427,0.009829209573574854
1,underval,ICICIBANKTITAN,TITAN,ICICIBANK,0.5,0.5,2023-01-19,2023-01-20,1,2385.050048828125,2371.300048828125,-0.005765078182219259,-0.005765078182219259,866.1500244140625,870.3499755859375,-0.004848988112326388,-0.004848988112326388,-0.005307033147272823,-0.010614066294545647
1,overval,ADANIPORTSJSWSTEEL,ADANIPORTS,JSWSTEEL,0.5,0.5,2023-01-10,2023-01-25,15,796.4000244140625,713.1500244140625,-0.10453289483667424,-0.10453289483667424,745.2000122070312,724.6500244140625,0.027576472700405107,0.027576472700405107,-0.038478211068134566,-0.07695642213626913
1,underval,ICICIBANKTITAN,TITAN,ICICIBANK,0.5,0.5,2023-02-02,2023-02-03,1,2308.10009765625,2463.10009765625,0.0671547998101963,0.0671547998101963,857.9000244140625,863.7999877929688,-0.00687721553911351,-0.00687721553911351,0.030138792135541395,0.06027758427108279
1,underval,BAJFINANCEKOTAKBANK,KOTAKBANK,BAJFINANCE,0.5,0.5,2023-02-24,2023-02-27,3,1697.300048828125,1725.949951171875,0.01687969216964961,0.01687969216964961,6236.25,6194.5,0.006694728402485468,0.006694728402485468,0.011787210286067539,0.023574420572135078
1,underval,HCLTECHINFY,INFY,HCLTECH,0.5,0.5,2023-02-27,2023-02-28,1,1509.300048828125,1487.550048828125,-0.014410653479331353,-0.014410653479331353,1083.949951171875,1077.5999755859375,0.005858181532341455,0.005858181532341455,-0.004276235973494949,-0.008552471946989899
1,overval,GRASIMPOWERGRID,GRASIM,POWERGRID,0.5,0.5,2023-01-16,2023-03-06,49,1641.97119140625,1592.218994140625,-0.030300286342426763,-0.030300286342426763,161.7375030517578,170.3625030517578,-0.05332714946909934,-0.05332714946909934,-0.04181371790576305,-0.0836274358115261
1,underval,ICICIBANKTITAN,TITAN,ICICIBANK,0.5,0.5,2023-03-03,2023-03-06,3,2396.10009765625,2403.449951171875,0.0030674234030599445,0.0030674234030599445,868.5499877929688,867.75,0.0009210613139280113,0.0009210613139280113,0.001994242358493978,0.003988484716987956
1,overval,ASIANPAINTBAJFINANCE,ASIANPAINT,BAJFINANCE,0.5,0.5,2023-02-14,2023-03-08,22,2777.0,2859.550048828125,0.029726340953592004,0.029726340953592004,6458.7001953125,5996.85009765625,0.07150821120191408,0.07150821120191408,0.05061727607775304,0.10123455215550609
1,underval,ICICIBANKTITAN,TITAN,ICICIBANK,0.5,0.5,2023-03-08,2023-03-09,1,2397.10009765625,2368.25,-0.012035416328445361,-0.012035416328445361,872.0999755859375,855.9500122070312,0.018518477045083713,0.018518477045083713,0.003241530358319176,0.006483060716638352
1,underval,ASIANPAINTBAJFINANCE,BAJFINANCE,ASIANPAINT,0.5,0.5,2023-03-20,2023-03-21,1,5550.7998046875,5710.10009765625,0.028698619761826975,0.028698619761826975,2855.14990234375,2839.10009765625,0.005621352726287665,0.005621352726287665,0.017159986244057318,0.034319972488114636
1,overval,INFYTCS,INFY,TCS,0.5,0.5,2023-04-17,2023-04-21,4,1258.300048828125,1227.3499755859375,-0.02459673531047845,-0.02459673531047845,3139.5,3160.85009765625,-0.006800477036550406,-0.006800477036550406,-0.01569860617351443,-0.03139721234702886
1,overval,POWERGRIDSUNPHARMA,POWERGRID,SUNPHARMA,0.5,0.5,2023-03-27,2023-04-26,30,165.0749969482422,178.72500610351562,0.08268974349612303,0.08268974349612303,983.4500122070312,971.25,0.012405320103308881,0.012405320103308881,0.04754753179971596,0.09509506359943191
1,underval,POWERGRIDSUNPHARMA,SUNPHARMA,POWERGRID,0.5,0.5,2023-05-10,2023-05-11,1,953.7999877929688,961.0499877929688,0.007601174347649164,0.007601174347649164,185.7375030517578,186.4125061035156,-0.003634177485252868,-0.003634177485252868,0.001983498431198148,0.003966996862396296
1,overval,APOLLOHOSPHDFCBANK,APOLLOHOSP,HDFCBANK,0.5,0.5,2023-01-20,2023-06-02,133,4285.25,4967.2998046875,0.15916219699842482,0.15916219699842482,1660.949951171875,1606.5,0.032782415348191624,0.032782415348191624,0.09597230617330822,0.19194461234661644
1,underval,BAJFINANCEKOTAKBANK,KOTAKBANK,BAJFINANCE,0.5,0.5,2023-06-15,2023-06-16,1,1833.5,1857.4000244140625,0.013035191935676302,0.013035191935676302,7126.60009765625,7203.2001953125,-0.010748477058708787,-0.010748477058708787,0.0011433574384837573,0.0022867148769675147
1,underval,POWERGRIDSUNPHARMA,SUNPHARMA,POWERGRID,0.5,0.5,2023-06-21,2023-06-22,1,991.9000244140624,990.2999877929688,-0.0016131027136921524,-0.0016131027136921524,193.6499938964844,190.1625061035156,0.0180092326511151,0.0180092326511151,0.008198064968711474,0.016396129937422947
1,underval,BAJFINANCEKOTAKBANK,KOTAKBANK,BAJFINANCE,0.5,0.5,2023-06-26,2023-06-27,1,1822.949951171875,1844.699951171875,0.011931210720304258,0.011931210720304258,6998.7001953125,7019.25,-0.002936231602157153,-0.002936231602157153,0.0044974895590735526,0.008994979118147105
1,underval,BAJFINANCEKOTAKBANK,KOTAKBANK,BAJFINANCE,0.5,0.5,2023-06-30,2023-07-03,3,1846.550048828125,1843.949951171875,-0.0014080840418596282,-0.0014080840418596282,7160.60009765625,7333.0,-0.02407618076593588,-0.02407618076593588,-0.012742132403897754,-0.025484264807795507
1,overval,ASIANPAINTBAJFINANCE,ASIANPAINT,BAJFINANCE,0.5,0.5,2023-07-04,2023-07-12,8,3347.699951171875,3406.75,0.017638990856230802,0.017638990856230802,7860.4501953125,7431.9501953125,0.054513417088442546,0.054513417088442546,0.03607620397233667,0.07215240794467334
1,overval,ICICIBANKTITAN,ICICIBANK,TITAN,0.5,0.5,2023-06-16,2023-07-21,35,934.2000122070312,997.0,0.06722327871159504,0.06722327871159504,2954.300048828125,2976.300048828125,-0.007446772378021212,-0.007446772378021212,0.029888253166786914,0.05977650633357383
1,underval,BAJFINANCEKOTAKBANK,KOTAKBANK,BAJFINANCE,0.5,0.5,2023-07-24,2023-07-25,1,1897.25,1875.5,-0.01146396099617868,-0.01146396099617868,7581.60009765625,7606.4501953125,-0.003277685097626301,-0.003277685097626301,-0.007370823046902491,-0.014741646093804982
1,underval,BAJFINANCEKOTAKBANK,KOTAKBANK,BAJFINANCE,0.5,0.5,2023-07-28,2023-07-31,3,1876.8499755859373,1856.550048828125,-0.010815956001744252,-0.010815956001744252,7381.60009765625,7300.2998046875,0.01101391187454924,0.01101391187454924,9.897793640249383e-05,0.00019795587280498766
1,overval,EICHERMOTMARUTI,EICHERMOT,MARUTI,0.5,0.5,2023-07-04,2023-09-01,59,3401.800048828125,3400.39990234375,-0.0004115898830847897,-0.0004115898830847897,9647.400390625,10331.25,-0.0708843399968701,-0.0708843399968701,-0.03564796493997745,-0.0712959298799549
1,overval,ADANIPORTSJSWSTEEL,ADANIPORTS,JSWSTEEL,0.5,0.5,2023-08-22,2023-09-01,10,854.5,799.5,-0.06436512580456408,-0.06436512580456408,795.2000122070312,806.4000244140625,-0.014084522176937937,-0.014084522176937937,-0.03922482399075101,-0.07844964798150202
1,overval,ICICIBANKTITAN,ICICIBANK,TITAN,0.5,0.5,2023-08-11,2023-09-18,38,952.8499755859376,990.2000122070312,0.039198234326580025,0.039198234326580025,3017.25,3339.5,-0.10680255199270859,-0.10680255199270859,-0.03380215883306428,-0.06760431766612857
1,overval,POWERGRIDSUNPHARMA,POWERGRID,SUNPHARMA,0.5,0.5,2023-07-27,2023-09-20,55,188.0249938964844,204.6499938964844,0.08841909607587997,0.08841909607587997,1134.949951171875,1153.1500244140625,-0.01603601394351821,-0.01603601394351821,0.03619154106618088,0.07238308213236176
1,overval,ASIANPAINTBAJFINANCE,ASIANPAINT,BAJFINANCE,0.5,0.5,2023-09-15,2023-10-03,18,3196.64990234375,3166.85009765625,-0.00932219842581169,-0.00932219842581169,7492.2001953125,7967.60009765625,-0.0634526427418723,-0.0634526427418723,-0.036387420583842,-0.072774841167684
1,underval,APOLLOHOSPHDFCBANK,HDFCBANK,APOLLOHOSP,0.5,0.5,2023-11-03,2023-11-06,3,1483.75,1494.5,0.007245155855096883,0.007245155855096883,5153.2001953125,5164.9501953125,-0.002280136527722742,-0.002280136527722742,0.0024825096636870705,0.004965019327374141
1,underval,APOLLOHOSPHDFCBANK,HDFCBANK,APOLLOHOSP,0.5,0.5,2023-11-09,2023-11-10,1,1485.6500244140625,1491.5,0.003937653882006779,0.003937653882006779,5297.60009765625,5278.5,0.0036054245892777398,0.0036054245892777398,0.0037715392356422596,0.007543078471284519
1,underval,APOLLOHOSPHDFCBANK,HDFCBANK,APOLLOHOSP,0.5,0.5,2023-12-01,2023-12-04,3,1555.4000244140625,1609.4000244140625,0.034717756945093554,0.034717756945093554,5591.14990234375,5622.5498046875,-0.005616000803446085,-0.005616000803446085,0.014550878070823735,0.02910175614164747
1,overval,ADANIPORTSJSWSTEEL,ADANIPORTS,JSWSTEEL,0.5,0.5,2023-10-09,2023-12-05,57,790.0499877929688,1013.0999755859376,0.28232389246162326,0.28232389246162326,757.5499877929688,821.7000122070312,-0.0846809127420831,-0.0846809127420831,0.09882148985977007,0.19764297971954015
1,underval,ADANIPORTSJSWSTEEL,JSWSTEEL,ADANIPORTS,0.5,0.5,2023-12-06,2023-12-07,1,824.7000122070312,819.1500244140625,-0.0067297049967491585,-0.0067297049967491585,1017.9500122070312,1039.6500244140625,-0.021317365240738254,-0.021317365240738254,-0.014023535118743706,-0.028047070237487412
